127.0.0.1 - - [20/Nov/2023:22:22:50 +0800] "GET /phpmyadmin/ HTTP/1.1" 200 18293 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0"
127.0.0.1 - - [20/Nov/2023:22:22:51 +0800] "GET /phpmyadmin/themes/pmahomme/jquery/jquery-ui.css HTTP/1.1" 200 36566 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0"
127.0.0.1 - - [20/Nov/2023:22:22:51 +0800] "GET /phpmyadmin/js/vendor/codemirror/lib/codemirror.css?v=5.2.1 HTTP/1.1" 200 8720 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0"
127.0.0.1 - - [20/Nov/2023:22:22:51 +0800] "GET /phpmyadmin/js/vendor/codemirror/addon/lint/lint.css?v=5.2.1 HTTP/1.1" 200 3035 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0"
127.0.0.1 - - [20/Nov/2023:22:22:51 +0800] "GET /phpmyadmin/themes/pmahomme/css/theme.css?v=5.2.1 HTTP/1.1" 200 357367 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0"
127.0.0.1 - - [20/Nov/2023:22:22:51 +0800] "GET /phpmyadmin/js/vendor/codemirror/addon/hint/show-hint.css?v=5.2.1 HTTP/1.1" 200 649 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0"
127.0.0.1 - - [20/Nov/2023:22:22:51 +0800] "GET /phpmyadmin/js/vendor/jquery/jquery.min.js?v=5.2.1 HTTP/1.1" 200 89947 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0"
127.0.0.1 - - [20/Nov/2023:22:22:51 +0800] "GET /phpmyadmin/js/vendor/jquery/jquery-migrate.min.js?v=5.2.1 HTTP/1.1" 200 13467 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0"
127.0.0.1 - - [20/Nov/2023:22:22:51 +0800] "GET /phpmyadmin/js/vendor/sprintf.js?v=5.2.1 HTTP/1.1" 200 7409 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0"
127.0.0.1 - - [20/Nov/2023:22:22:51 +0800] "GET /phpmyadmin/js/dist/ajax.js?v=5.2.1 HTTP/1.1" 200 29948 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0"
127.0.0.1 - - [20/Nov/2023:22:22:51 +0800] "GET /phpmyadmin/js/dist/name-conflict-fixes.js?v=5.2.1 HTTP/1.1" 200 43 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0"
127.0.0.1 - - [20/Nov/2023:22:22:51 +0800] "GET /phpmyadmin/js/vendor/js.cookie.js?v=5.2.1 HTTP/1.1" 200 3883 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0"
127.0.0.1 - - [20/Nov/2023:22:22:51 +0800] "GET /phpmyadmin/js/vendor/bootstrap/bootstrap.bundle.min.js?v=5.2.1 HTTP/1.1" 200 80420 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0"
127.0.0.1 - - [20/Nov/2023:22:22:51 +0800] "GET /phpmyadmin/js/vendor/jquery/jquery-ui.min.js?v=5.2.1 HTTP/1.1" 200 255084 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0"
127.0.0.1 - - [20/Nov/2023:22:22:51 +0800] "GET /phpmyadmin/js/vendor/jquery/jquery-ui-timepicker-addon.js?v=5.2.1 HTTP/1.1" 200 78475 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0"
127.0.0.1 - - [20/Nov/2023:22:22:51 +0800] "GET /phpmyadmin/js/vendor/jquery/jquery.validate.min.js?v=5.2.1 HTTP/1.1" 200 24601 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0"
